sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"Tampoco ayudó el dispositivo de Mantenimiento y Servicios , que planeó la llegada del grueso de las brigadas de limpieza tres horas y media Después de la fiesta .",Tampoco ayudó,dispositivo,ayudó,1,Sing,Sing,Fin,3,0,0,2,test
"La concejala de Seguridad y Movilidad , Carme San Miguel , consideró ayer que el sarao transcurrió de forma "" intensa y alegre "" .","La concejala de Seguridad y Movilidad , Carme San Miguel , consideró",concejala,consideró,11,Sing,Sing,Fin,3,0,0,10,test
"La concejala de Seguridad y Movilidad , Carme San Miguel , consideró ayer que el sarao transcurrió de forma "" intensa y alegre "" .","La concejala de Seguridad y Movilidad , Carme San Miguel , consideró ayer que el sarao transcurrió",sarao,transcurrió,16,Sing,Sing,Fin,3,0,0,1,test
La falta de agentes hasta última hora propició disputas y agresiones entre grupos de ladrones y víctimas .,La falta de agentes hasta última hora propició,falta,propició,7,Sing,Sing,Fin,3,2,1,6,test
La situación se complicó al generarse generar se un círculo vicioso : el tráfico no se pudo normalizar en la zona porque estaba todo sembrado de desperdicios rotos y la limpieza no se activó por la conflictividad que registraba la plaza .,La situación se complicó,situación,complicó,3,Sing,Sing,Fin,3,0,0,2,test
"Al margen de los incidentes , el operativo de limpieza se reveló descompensado .","Al margen de los incidentes , el operativo de limpieza se reveló",operativo,reveló,11,Sing,Sing,Fin,3,1,0,4,test
El gerente de Mantenimiento y Servicios dijo ayer que el plan funcionó según lo previsto .,El gerente de Mantenimiento y Servicios dijo,gerente,dijo,6,Sing,Sing,Fin,3,0,0,5,test
El gerente de Mantenimiento y Servicios dijo ayer que el plan funcionó según lo previsto .,El gerente de Mantenimiento y Servicios dijo ayer que el plan funcionó,plan,funcionó,11,Sing,Sing,Fin,3,0,0,1,test
"La previsión , sin embargo , fue insuficiente : sólo seis operarios llegaron entre la una y la 1.30 de la madrugada con dos máquinas barredoras .","La previsión , sin embargo , fue insuficiente : sólo seis operarios llegaron",operarios,llegaron,12,Plur,Plur,Fin,3,0,0,1,test
"Ante el pobre despliegue , incluso representantes municipales que seguían en la plaza a las dos mostraron su desaprobación .","Ante el pobre despliegue , incluso representantes municipales que seguían en la plaza a las dos mostraron",representantes,mostraron,16,Plur,Plur,Fin,3,1,1,10,test
"En la práctica , los trabajadores llegaron escalonadamente y la operación se ralentizó .","En la práctica , los trabajadores llegaron",trabajadores,llegaron,6,Plur,Plur,Fin,3,0,0,1,test
"En la práctica , los trabajadores llegaron escalonadamente y la operación se ralentizó .","En la práctica , los trabajadores llegaron escalonadamente y la operación se ralentizó",operación,ralentizó,12,Sing,Sing,Fin,3,0,0,2,test
En Ciutat Vella la recogida también se vio afectada por el accidente de un camión de basuras en dirección a Barcelona .,En Ciutat Vella la recogida también se vio,recogida,vio,7,Sing,Sing,Fin,3,0,0,3,test
Las quejas ciudadanas motivaron un despliegue extra la mañana del día 1 .,Las quejas ciudadanas motivaron,quejas,motivaron,3,Plur,Plur,Fin,3,0,0,2,test
El grupo municipal de CiU criticó ayer duramente la organización del evento popular .,El grupo municipal de CiU criticó,grupo,criticó,5,Sing,Sing,Fin,3,0,0,4,test
No es lógico que se cometan estas dejadeces después de que AENA se decida a ejecutar una reorganización que debe tener muy estudiada y basada en criterios de funcionalidad y se supone que también de rentabilidad .,No es lógico que se cometan,dejadeces,cometan,5,Plur,Plur,Fin,3,0,0,2,test
"Nadie piensa que este cambio es para fastidiar al usuario , sino para todo lo contrario , para prestar un mejor servicio .",Nadie piensa,Nadie,piensa,1,Sing,Sing,Fin,3,0,0,1,test
Y eso incluye algo tan básico como la señalización .,Y eso incluye,eso,incluye,2,Sing,Sing,Fin,3,0,0,1,test
"Con la reorganización de las terminales se persigue una mejora de la calidad del servicio , pero el olvido de la señalización no colabora precisamente en la consecución del objetivo .",Con la reorganización de las terminales se persigue,mejora,persigue,7,Sing,Sing,Fin,3,0,0,2,test
"Con la reorganización de las terminales se persigue una mejora de la calidad del servicio , pero el olvido de la señalización no colabora precisamente en la consecución del objetivo .","Con la reorganización de las terminales se persigue una mejora de la calidad del servicio , pero el olvido de la señalización no colabora",olvido,colabora,23,Sing,Sing,Fin,3,1,0,5,test
""" Quién sabe si hará otra parada y podremos cogerlo coger lo ! "" , añade .",""" Quién sabe",Quién,sabe,2,Sing,Sing,Fin,3,0,0,1,test
"La plantilla se debate entre la decepción profesional - - porque desarrollar encargos de alta tecnología es "" un orgullo "" - - y la preocupación por su futuro laboral , ante la posibilidad de que la empresa decida reducir costes y puestos de trabajo .",La plantilla se debate,plantilla,debate,3,Sing,Sing,Fin,3,0,0,2,test
"La plantilla se debate entre la decepción profesional - - porque desarrollar encargos de alta tecnología es "" un orgullo "" - - y la preocupación por su futuro laboral , ante la posibilidad de que la empresa decida reducir costes y puestos de trabajo .","La plantilla se debate entre la decepción profesional - - porque desarrollar encargos de alta tecnología es "" un orgullo "" - - y la preocupación por su futuro laboral , ante la posibilidad de que la empresa decida",empresa,decida,38,Sing,Sing,Fin,3,0,0,1,test
""" La decisión del PP no beneficia a los intereses del país "" porque "" nuestros días estarán contados cuando nos limitemos a trabajos de ensamblaje y entremos en competencia con mano de obra mucho más barata de Polonia o Hungría "" .",""" La decisión del PP no beneficia",decisión,beneficia,6,Sing,Sing,Fin,3,0,0,4,test
"Vares confiesa que "" se daba por hecho que algo del contrato nos caería "" , y muchos eventuales confiaban en ello para que los hicieran fijos .","Vares confiesa que "" se daba por hecho que algo del contrato nos caería",algo,caería,13,Sing,Sing,Fin,3,1,0,4,test
"Vares confiesa que "" se daba por hecho que algo del contrato nos caería "" , y muchos eventuales confiaban en ello para que los hicieran fijos .","Vares confiesa que "" se daba por hecho que algo del contrato nos caería "" , y muchos eventuales confiaban",eventuales,confiaban,19,Plur,Plur,Fin,3,0,0,1,test
"Tal es el rechazo del Gobierno vasco a la medida que los servicios jurídicos trabajan para proceder a presentar recursos judiciales para "" evitar que puedan ponerse poner se estas medidas en marcha "" .",Tal es el rechazo del Gobierno vasco a la medida que los servicios jurídicos trabajan,servicios,trabajan,14,Plur,Plur,Fin,3,0,0,2,test
"Unos dos millones de personas participaron ayer en las manifestaciones del Primero de Mayo , día del Trabajo , que se celebraron en Japón .",Unos dos millones de personas participaron,millones,participaron,5,Plur,Plur,Fin,3,1,0,3,test
Los manifestantes centraron sus consignas en exigir al Gobierno medidas para luchar contra el desempleo .,Los manifestantes centraron,manifestantes,centraron,2,Plur,Plur,Fin,3,0,0,1,test
"Como consecuencia de la actual crisis económica , el índice de paro alcanzó en marzo el 4,8% , la cota más alta en el último medio siglo en el país , la segunda economía mundial .","Como consecuencia de la actual crisis económica , el índice de paro alcanzó",índice,alcanzó,12,Sing,Sing,Fin,3,1,0,3,test
El lateral brasileño desveló parte del contenido de la conversación mantenida el día antes por Florentino Pérez con los internacionales recién incorporados .,El lateral brasileño desveló,lateral,desveló,3,Sing,Sing,Fin,3,0,0,2,test
El presidente blanco les hizo ver la necesidad de alcanzar de una vez la regularidad necesaria para rendir al mismo nivel que en la Copa de Europa en las competiciones españolas .,El presidente blanco les hizo,presidente,hizo,4,Sing,Sing,Fin,3,0,0,3,test
""" La temporada pasada quizá estuvimos demasiado pendientes de la Champions y los aficionados quieren que seamos campeones de Liga . de eso hablamos con el presidente y esperamos que los socios puedan disfrutar con el equipo , especialmente los domingos "" , añadió Roberto Carlos .",""" La temporada pasada quizá estuvimos demasiado pendientes de la Champions y los aficionados quieren",aficionados,quieren,14,Plur,Plur,Fin,3,0,0,1,test
Pedro Munitis admitió que el fichaje de Figo le sorprendió un poco .,Pedro Munitis admitió que el fichaje de Figo le sorprendió,fichaje,sorprendió,9,Sing,Sing,Fin,3,0,0,4,test
"Cuando parecía que el affaire Cristo-Rey se tomaba un respiro , sale Cristina , una hermana del domador , echando leña al fuego .",Cuando parecía que el affaire Cristo-Rey se tomaba,affaire,tomaba,7,Sing,Sing,Fin,3,0,0,3,test
Así se comprobó en la reunión que mantuvieron ayer representantes de los sindicatos CCOO y UGT con la Asociación Española de Banca ( AEB ) para intentar avanzar en la redacción de un nuevo acuerdo laboral para el sector .,Así se comprobó en la reunión que mantuvieron,representantes,mantuvieron,7,Plur,Plur,Fin,3,0,0,2,test
"Durante la hora y media que duró el encuentro , los representantes de UGT y de CCOO centraron sus peticiones en el cierre de los sábados , una reivindicación tradicional en el sector .",Durante la hora y media que duró,encuentro,duró,6,Sing,Sing,Fin,3,0,0,2,test
"Durante la hora y media que duró el encuentro , los representantes de UGT y de CCOO centraron sus peticiones en el cierre de los sábados , una reivindicación tradicional en el sector .","Durante la hora y media que duró el encuentro , los representantes de UGT y de CCOO centraron",representantes,centraron,17,Plur,Plur,Fin,3,0,0,6,test
La patronal rechazó esta posibilidad .,La patronal rechazó,patronal,rechazó,2,Sing,Sing,Fin,3,0,0,1,test
"Un portavoz de la AEB explicó que la prestación del servicio los sábados tiene un valor "" estratégico "" para la banca .",Un portavoz de la AEB explicó,portavoz,explicó,5,Sing,Sing,Fin,3,0,0,4,test
"Un portavoz de la AEB explicó que la prestación del servicio los sábados tiene un valor "" estratégico "" para la banca .",Un portavoz de la AEB explicó que la prestación del servicio los sábados tiene,prestación,tiene,13,Sing,Sing,Fin,3,2,1,5,test
"Según las mismas fuentes , "" los clientes valoran muy positivamente la oportunidad de realizar sus gestiones con los bancos el Sábado por la mañana "" , por lo que la patronal bancaria española aboga por la situación en las mismas condiciones que en la actualidad .","Según las mismas fuentes , "" los clientes valoran",clientes,valoran,8,Plur,Plur,Fin,3,0,0,1,test
"Según las mismas fuentes , "" los clientes valoran muy positivamente la oportunidad de realizar sus gestiones con los bancos el Sábado por la mañana "" , por lo que la patronal bancaria española aboga por la situación en las mismas condiciones que en la actualidad .","Según las mismas fuentes , "" los clientes valoran muy positivamente la oportunidad de realizar sus gestiones con los bancos el Sábado por la mañana "" , por lo que la patronal bancaria española aboga",patronal,aboga,34,Sing,Sing,Fin,3,0,0,3,test
"UGT y CCOO proponen , como alternativa a cerrar los sábados , la instauración de un horario similar al que desarrollan las cajas de ahorros , que abren una tarde a la semana .","UGT y CCOO proponen , como alternativa a cerrar los sábados , la instauración de un horario similar al que desarrollan",cajas,desarrollan,20,Plur,Plur,Fin,3,0,0,2,test
CCOO también mostró su disposición a flexibilizar el horario laboral de forma que se abran las oficinas por las tardes - - iniciativa que consiguió pactar con la dirección del Deutsche Bank en España - - .,CCOO también mostró su disposición a flexibilizar el horario laboral de forma que se abran,oficinas,abran,14,Plur,Plur,Fin,3,0,0,2,test
"Esta fórmula , sin embargo , cuenta con la oposición de la UGT , que denunció ante la Audiencia Nacional este acuerdo .","Esta fórmula , sin embargo , cuenta",fórmula,cuenta,6,Sing,Sing,Fin,3,0,0,5,test
"Los responsables de banca de UGT y CCOO admitieron que la reunión no consiguió el objetivo principal , que era desbloquear el convenio .",Los responsables de banca de UGT y CCOO admitieron,responsables,admitieron,8,Plur,Plur,Fin,3,1,1,7,test
"Los responsables de banca de UGT y CCOO admitieron que la reunión no consiguió el objetivo principal , que era desbloquear el convenio .",Los responsables de banca de UGT y CCOO admitieron que la reunión no consiguió,reunión,consiguió,13,Sing,Sing,Fin,3,0,0,2,test
""" Ignoro de qué está hablando el COI "" , dijo Mayer , "" pero puede que ese material se utilizase para perfusiones . Nosotros necesitábamos esos aparatos para diversas terapias "" .",""" Ignoro de qué está hablando el COI "" , dijo Mayer , "" pero puede que ese material se utilizase",material,utilizase,20,Sing,Sing,Fin,3,0,0,2,test
""" Ignoro de qué está hablando el COI "" , dijo Mayer , "" pero puede que ese material se utilizase para perfusiones . Nosotros necesitábamos esos aparatos para diversas terapias "" .",""" Ignoro de qué está hablando el COI "" , dijo Mayer , "" pero puede que ese material se utilizase para perfusiones . Nosotros necesitábamos",Nosotros,necesitábamos,25,Plur,Plur,Fin,1,0,0,1,test
"La oficina del sheriff , que declinó hacer comentarios y dirigió cualquier pregunta al COI , reconoció que tanto el propietario de la casa como una mujer de la limpieza sufrieron heridas al manipular el material encontrado .","La oficina del sheriff , que declinó hacer comentarios y dirigió cualquier pregunta al COI , reconoció",oficina,reconoció,16,Sing,Sing,Fin,3,3,1,15,test
"Su laboratorio , Instituto Municipal de Investigación Médica ( IMIM-IMAS ) , reconocido por el COI , goza , también , de una enorme fama internacional .","Su laboratorio , Instituto Municipal de Investigación Médica ( IMIM-IMAS ) , reconocido por el COI , goza",laboratorio,goza,17,Sing,Sing,Fin,2,0,0,16,test
